,y,y_test
13092,5,6
13093,4,0
13094,4,3
13095,5,0
13096,4,0
13097,5,4
13098,0,0
13099,3,6
13100,6,6
13101,4,4
13102,5,6
13103,5,0
13104,6,0
13105,1,6
13106,4,0
13107,1,0
13108,4,6
13109,4,6
13110,7,0
13111,5,6
13112,2,0
13113,6,3
13114,6,4
13115,3,6
13116,1,3
13117,0,6
13118,2,6
13119,5,6
13120,5,0
13121,5,6
13122,3,6
13123,4,6
13124,1,6
13125,4,6
13126,3,6
13127,6,3
13128,5,6
13129,3,6
13130,5,6
13131,2,6
13132,4,6
13133,5,6
13134,4,6
13135,0,6
13136,5,0
13137,4,3
13138,6,3
13139,6,6
13140,4,6
13141,4,4
13142,2,6
13143,1,3
13144,5,6
13145,3,3
13146,4,6
13147,6,4
13148,1,0
13149,3,3
13150,2,0
13151,2,0
13152,1,6
13153,4,0
13154,1,3
13155,6,4
13156,8,6
13157,4,0
13158,4,3
13159,0,0
13160,0,4
13161,8,0
13162,3,6
13163,1,0
13164,0,6
13165,1,6
13166,2,6
13167,3,3
13168,5,6
13169,5,0
13170,1,0
13171,5,0
13172,3,3
13173,6,0
13174,0,0
13175,2,6
13176,5,6
13177,1,0
13178,1,0
13179,1,0
13180,4,3
13181,7,0
13182,4,0
13183,7,0
13184,5,6
13185,6,3
13186,6,3
13187,5,0
13188,5,6
13189,5,6
13190,5,3
13191,6,6
13192,4,6
13193,2,6
13194,5,6
13195,1,0
13196,3,3
13197,5,3
13198,3,6
13199,6,3
13200,4,6
13201,5,6
13202,4,3
13203,5,0
13204,1,6
13205,2,6
13206,4,6
13207,3,6
13208,1,0
13209,3,0
13210,1,3
13211,3,6
13212,1,3
13213,1,6
13214,3,0
13215,3,3
13216,1,6
13217,6,0
13218,3,6
13219,1,0
13220,6,6
13221,0,4
13222,3,6
13223,2,0
13224,6,0
13225,3,6
13226,6,6
13227,5,3
13228,5,6
13229,1,0
13230,5,6
13231,2,0
13232,5,3
13233,5,0
13234,1,0
13235,3,0
13236,4,6
13237,4,0
13238,1,0
13239,5,0
13240,5,6
13241,1,0
13242,4,6
13243,4,3
13244,4,6
13245,7,0
13246,5,6
13247,2,6
13248,5,6
13249,1,6
13250,6,4
13251,3,6
13252,4,0
13253,5,0
13254,4,3
13255,4,6
13256,1,6
13257,3,3
13258,4,4
13259,4,6
13260,5,6
13261,3,3
13262,2,6
13263,5,0
13264,3,6
13265,2,0
13266,1,3
13267,4,0
13268,1,0
13269,6,3
13270,4,3
13271,5,0
13272,1,6
13273,1,0
13274,2,0
13275,2,0
13276,0,4
13277,4,6
13278,3,0
13279,5,6
13280,7,0
13281,1,3
13282,5,0
13283,6,0
13284,4,0
13285,6,6
13286,6,6
13287,4,6
13288,2,6
13289,3,6
13290,1,3
13291,6,3
13292,6,0
13293,3,3
13294,5,6
13295,0,0
13296,3,3
13297,1,6
13298,6,6
13299,2,0
13300,5,3
13301,2,6
13302,6,6
13303,3,6
13304,4,6
13305,5,6
13306,1,6
13307,3,6
13308,3,3
13309,3,3
13310,5,6
13311,1,0
13312,3,3
13313,3,6
13314,6,3
13315,4,6
13316,5,6
13317,5,6
13318,1,0
13319,4,6
13320,3,3
13321,3,6
13322,6,0
13323,6,4
13324,7,0
13325,3,3
13326,1,0
13327,5,6
13328,2,6
13329,4,0
13330,5,3
13331,0,4
13332,6,6
13333,1,0
13334,5,6
13335,3,0
13336,8,0
13337,5,6
13338,4,3
13339,6,4
13340,3,0
13341,4,3
13342,5,4
13343,1,0
13344,4,6
13345,2,6
13346,1,0
13347,5,0
13348,6,3
13349,1,0
13350,4,3
13351,1,0
13352,0,4
13353,3,6
13354,7,0
13355,1,0
13356,3,3
13357,7,0
13358,3,3
13359,4,4
13360,5,6
13361,0,0
13362,3,6
13363,1,0
13364,3,3
13365,5,6
13366,2,6
13367,1,0
13368,6,0
13369,1,0
13370,2,6
13371,1,0
13372,4,3
13373,6,3
13374,0,6
13375,2,6
13376,6,0
13377,1,0
13378,5,0
13379,3,6
13380,4,3
13381,7,0
13382,5,6
13383,4,3
13384,6,6
13385,5,6
13386,1,6
13387,2,0
13388,0,0
13389,4,3
13390,6,3
13391,4,3
13392,7,0
13393,0,4
13394,1,6
13395,4,3
13396,1,6
13397,2,6
13398,5,3
13399,1,0
13400,5,6
13401,3,6
13402,6,4
13403,3,6
13404,5,0
13405,6,0
13406,1,3
13407,2,6
13408,1,0
13409,5,6
13410,5,6
13411,1,6
13412,5,6
13413,6,6
13414,1,0
13415,2,0
13416,1,6
13417,3,0
13418,2,0
13419,0,6
13420,4,3
13421,4,6
13422,1,3
13423,1,0
13424,5,6
13425,4,0
13426,5,6
13427,7,0
13428,4,6
13429,5,0
13430,3,6
13431,2,6
13432,6,0
13433,1,6
13434,4,6
13435,4,3
13436,2,6
13437,3,3
13438,4,3
13439,1,0
13440,4,0
13441,4,6
13442,4,3
13443,6,0
13444,1,3
13445,1,0
13446,3,3
13447,4,3
13448,4,6
13449,0,0
13450,4,3
13451,4,3
13452,5,0
13453,5,6
13454,3,3
13455,0,4
13456,4,0
13457,4,6
13458,4,6
13459,5,3
13460,1,0
13461,4,6
13462,6,0
13463,5,6
13464,3,6
13465,0,6
13466,0,0
13467,5,6
13468,1,6
13469,5,0
13470,0,4
13471,1,6
13472,4,3
13473,1,3
13474,1,0
13475,6,3
13476,3,6
13477,5,6
13478,5,6
13479,5,6
13480,4,0
13481,3,6
13482,6,6
13483,2,6
13484,1,0
13485,3,6
13486,5,4
13487,4,0
13488,1,0
13489,0,0
13490,1,3
13491,2,0
13492,3,6
13493,0,0
13494,6,6
13495,1,6
13496,2,6
13497,2,6
13498,5,6
13499,5,6
13500,1,0
13501,0,4
13502,5,0
13503,4,6
13504,6,0
13505,1,3
13506,2,0
13507,5,6
13508,5,0
13509,3,6
13510,2,0
13511,3,6
13512,4,0
13513,1,0
13514,3,6
13515,2,0
13516,3,6
13517,3,3
13518,1,0
13519,1,3
13520,4,3
13521,6,4
13522,5,6
13523,5,6
13524,5,6
13525,1,0
13526,1,6
13527,5,4
13528,1,0
13529,3,3
13530,2,0
13531,1,6
13532,4,6
13533,4,3
13534,5,6
13535,1,0
13536,4,3
13537,4,0
13538,1,0
13539,4,6
13540,6,3
13541,1,6
13542,1,3
13543,3,0
13544,4,6
13545,3,6
13546,6,3
13547,3,6
13548,6,6
13549,1,6
13550,0,0
13551,1,0
13552,6,6
13553,5,6
13554,5,6
13555,1,0
13556,5,0
13557,4,3
13558,6,4
13559,1,0
13560,2,6
13561,4,3
13562,3,6
13563,1,0
13564,3,6
13565,4,0
13566,1,0
13567,5,6
13568,6,6
13569,4,0
13570,5,6
13571,2,6
13572,3,6
13573,1,0
13574,6,3
13575,3,3
13576,2,6
13577,1,0
13578,2,0
13579,6,3
13580,3,6
13581,4,6
13582,5,6
13583,1,0
13584,2,6
13585,5,6
13586,3,0
13587,5,6
13588,4,3
13589,0,6
13590,2,0
13591,1,3
13592,6,6
13593,2,6
13594,5,6
13595,0,0
13596,3,3
13597,0,0
13598,4,6
13599,0,4
13600,2,6
13601,0,6
13602,5,0
13603,3,0
13604,0,0
13605,1,6
13606,5,6
13607,2,6
13608,5,6
13609,4,3
13610,0,4
13611,4,6
13612,0,6
13613,4,3
13614,2,0
13615,5,6
13616,5,0
13617,1,6
13618,0,3
13619,1,0
13620,5,6
13621,5,0
13622,1,3
13623,4,6
13624,4,6
13625,2,6
13626,3,6
13627,5,6
13628,4,6
13629,4,3
13630,4,3
13631,5,0
13632,4,6
13633,4,4
13634,0,4
13635,5,6
13636,5,0
13637,1,6
13638,5,6
13639,0,0
13640,5,4
13641,3,0
13642,1,6
13643,7,0
13644,7,0
13645,4,6
13646,3,0
13647,1,0
13648,0,4
13649,5,6
13650,6,4
13651,5,6
13652,5,6
13653,5,0
13654,3,6
13655,6,6
13656,0,6
13657,3,6
13658,1,3
13659,5,6
13660,2,0
13661,6,0
13662,4,4
13663,1,3
13664,3,6
13665,0,0
13666,4,3
13667,3,6
13668,3,6
13669,2,6
13670,4,3
13671,3,6
13672,6,3
13673,2,0
13674,5,6
13675,6,6
13676,0,0
13677,6,0
13678,4,3
13679,6,0
13680,5,6
13681,2,6
13682,1,3
13683,6,3
13684,1,0
13685,2,0
13686,5,6
13687,3,6
13688,1,0
13689,1,3
13690,4,6
13691,3,3
13692,4,6
13693,8,3
13694,5,4
13695,4,3
13696,3,6
13697,4,3
13698,3,6
13699,5,6
13700,4,3
13701,5,3
13702,5,6
13703,3,6
13704,1,0
13705,7,0
13706,1,3
13707,1,0
13708,1,6
13709,5,6
13710,5,6
13711,7,0
13712,3,6
13713,1,3
13714,5,6
13715,1,6
13716,4,6
13717,5,0
13718,4,3
13719,3,3
13720,5,6
13721,3,0
13722,4,6
13723,2,6
13724,4,6
13725,5,0
13726,5,6
13727,1,3
13728,1,0
13729,3,6
13730,3,6
13731,2,6
13732,3,6
13733,6,6
13734,4,0
13735,1,3
13736,5,0
13737,6,0
13738,1,0
13739,5,6
13740,4,6
13741,3,6
13742,5,3
13743,5,6
13744,5,6
13745,1,0
13746,6,3
13747,2,0
13748,6,0
13749,1,0
13750,6,6
13751,2,6
13752,5,6
13753,5,6
13754,4,6
13755,1,0
13756,3,3
13757,5,4
13758,5,6
13759,4,0
13760,3,6
13761,5,3
13762,4,3
13763,5,6
13764,5,6
13765,3,0
13766,1,0
13767,5,3
13768,5,3
13769,3,6
13770,3,6
13771,6,0
13772,1,0
13773,2,6
13774,2,6
13775,4,3
13776,4,3
13777,3,0
13778,5,0
13779,5,0
13780,4,6
13781,6,3
13782,2,6
13783,5,6
13784,5,6
13785,1,3
13786,2,0
13787,4,4
13788,1,3
13789,2,0
13790,4,6
13791,2,6
13792,0,4
13793,3,6
13794,8,0
13795,5,6
13796,5,6
13797,5,6
13798,5,6
13799,1,3
13800,1,3
13801,6,4
13802,3,6
13803,1,6
13804,7,0
13805,2,6
13806,5,6
13807,2,6
13808,0,6
13809,2,3
13810,5,6
13811,0,0
13812,5,6
13813,3,3
13814,5,3
13815,2,6
13816,7,4
13817,1,0
13818,3,6
13819,1,0
13820,1,3
13821,5,6
13822,1,6
13823,7,0
13824,3,3
13825,0,0
13826,3,6
13827,3,3
13828,5,6
13829,1,0
13830,8,3
13831,1,3
13832,2,6
13833,2,0
13834,2,6
13835,1,6
13836,3,0
13837,1,6
13838,2,6
13839,6,6
13840,1,3
13841,7,0
13842,5,6
13843,4,3
13844,5,3
13845,5,6
13846,5,6
13847,3,6
13848,3,6
13849,7,0
13850,5,6
13851,2,6
13852,7,0
13853,5,6
13854,1,3
13855,3,6
13856,5,4
13857,5,3
13858,5,0
13859,4,0
13860,5,6
13861,0,6
13862,2,0
13863,1,0
13864,6,0
13865,1,6
13866,0,6
13867,1,6
13868,1,0
13869,7,4
13870,6,6
13871,2,0
13872,2,6
13873,0,6
13874,1,6
13875,1,6
13876,7,0
13877,4,0
13878,1,3
13879,5,6
13880,1,0
13881,5,6
13882,1,0
13883,6,4
13884,3,6
13885,1,0
13886,5,6
13887,5,6
13888,5,6
13889,1,3
13890,5,6
13891,1,6
13892,0,0
13893,3,3
13894,5,6
13895,7,4
13896,5,0
13897,5,6
13898,0,3
13899,5,6
13900,3,6
13901,6,6
13902,0,4
13903,1,3
13904,3,3
13905,2,6
13906,1,6
13907,5,6
13908,7,4
13909,0,6
13910,5,3
13911,2,6
13912,7,4
13913,5,6
13914,5,0
13915,5,0
13916,3,6
13917,5,6
13918,1,0
13919,5,6
13920,4,6
13921,1,0
13922,1,6
13923,7,0
13924,7,0
13925,1,0
13926,3,6
13927,2,6
13928,0,6
13929,5,0
13930,2,6
13931,5,3
13932,2,6
13933,5,3
13934,6,6
13935,1,6
13936,6,3
13937,1,0
13938,3,3
13939,1,0
13940,5,6
13941,5,6
13942,1,6
13943,1,0
13944,1,0
13945,7,0
13946,0,4
13947,2,6
13948,6,6
13949,5,6
13950,1,0
13951,0,4
13952,1,0
13953,1,3
13954,0,6
13955,1,0
13956,1,3
13957,3,6
13958,6,6
13959,6,6
13960,4,6
13961,1,0
13962,3,3
13963,5,0
13964,4,0
13965,5,6
13966,4,6
13967,5,6
13968,3,3
13969,2,6
13970,5,6
13971,2,6
13972,5,6
13973,2,3
13974,1,3
13975,7,4
13976,5,6
13977,1,3
13978,5,6
13979,3,6
13980,2,0
13981,5,6
13982,0,6
13983,3,3
13984,7,4
13985,4,6
13986,3,6
13987,1,6
13988,1,6
13989,6,6
13990,5,6
13991,4,6
13992,5,6
13993,6,6
13994,3,3
13995,1,0
13996,7,4
13997,7,4
13998,6,6
13999,6,6
14000,5,6
14001,0,6
14002,1,3
14003,5,6
14004,7,4
14005,6,3
14006,2,6
14007,1,0
14008,1,0
14009,3,6
14010,4,0
14011,3,0
14012,0,0
14013,6,6
14014,6,6
14015,1,6
14016,1,0
14017,5,6
14018,6,6
14019,5,6
14020,1,3
14021,2,6
14022,5,6
14023,1,3
14024,6,0
14025,4,0
14026,5,6
14027,6,6
14028,2,6
14029,3,3
14030,1,0
14031,2,6
14032,5,6
14033,1,0
14034,5,6
14035,1,6
14036,3,3
14037,1,0
14038,1,0
14039,3,6
14040,5,6
14041,1,6
14042,4,6
14043,1,0
14044,1,6
14045,0,3
14046,5,6
14047,3,0
14048,0,0
14049,0,6
14050,7,4
14051,0,0
14052,1,0
14053,3,6
14054,1,6
14055,0,3
14056,1,0
14057,1,0
14058,1,3
14059,5,3
14060,4,0
14061,5,3
14062,5,6
14063,5,6
14064,4,3
14065,3,3
14066,3,6
14067,7,0
14068,2,6
14069,3,6
14070,2,3
14071,1,6
14072,3,6
14073,3,6
14074,0,6
14075,1,6
14076,0,6
14077,5,6
14078,1,0
14079,0,6
14080,6,3
14081,1,3
14082,6,4
14083,3,6
14084,0,4
14085,6,6
14086,5,0
14087,0,6
14088,5,3
14089,1,6
14090,5,6
14091,3,0
14092,3,3
14093,5,6
14094,5,6
14095,3,6
14096,2,6
14097,0,6
14098,7,4
14099,1,0
14100,1,0
14101,4,6
14102,3,6
14103,5,3
14104,5,6
14105,1,6
14106,1,6
14107,7,4
14108,6,6
14109,2,0
14110,5,6
14111,3,0
14112,5,6
14113,1,6
14114,0,6
14115,7,0
14116,1,3
14117,3,3
14118,1,0
14119,1,3
14120,0,4
14121,1,0
14122,3,6
14123,0,0
14124,1,0
14125,1,0
14126,2,0
14127,3,0
14128,5,3
14129,1,0
14130,5,6
14131,8,6
14132,3,3
14133,2,6
14134,1,0
14135,3,3
14136,5,6
14137,4,6
14138,6,6
14139,2,6
14140,1,6
14141,3,6
14142,1,0
14143,1,3
14144,0,0
14145,1,6
14146,5,0
14147,1,0
14148,5,6
14149,1,0
14150,6,4
14151,1,0
14152,3,3
14153,3,3
14154,0,6
14155,1,0
14156,0,4
14157,1,3
14158,1,0
14159,3,0
14160,0,6
14161,6,6
14162,1,0
14163,3,3
14164,3,3
14165,2,6
14166,6,6
14167,6,3
14168,1,6
14169,2,6
14170,5,6
14171,1,6
14172,6,6
14173,1,0
14174,0,6
14175,6,0
14176,2,6
14177,1,0
14178,5,6
14179,1,0
14180,5,6
14181,2,6
14182,4,6
14183,1,3
14184,2,6
14185,6,0
14186,1,6
14187,1,3
14188,5,6
14189,0,0
14190,3,6
14191,7,0
14192,5,6
14193,1,6
14194,1,6
14195,0,6
14196,3,3
14197,1,0
14198,0,0
14199,4,6
14200,5,6
14201,5,6
14202,1,0
14203,1,6
14204,7,0
14205,3,3
14206,2,6
14207,3,6
14208,2,6
14209,1,0
14210,6,0
14211,0,0
14212,2,6
14213,1,0
14214,1,0
14215,0,4
14216,0,0
14217,2,6
14218,2,0
14219,5,6
14220,3,6
14221,7,0
14222,1,6
14223,1,3
14224,5,6
14225,2,6
14226,1,0
14227,2,3
14228,0,4
14229,1,6
14230,1,0
14231,7,0
14232,3,6
14233,1,3
14234,1,0
14235,1,3
14236,3,6
14237,2,6
14238,5,6
14239,0,3
14240,3,0
14241,1,3
14242,3,3
14243,2,3
14244,2,6
14245,5,6
14246,3,6
14247,5,3
14248,6,0
14249,5,6
14250,1,6
14251,2,3
14252,6,6
14253,1,6
14254,1,0
14255,2,6
14256,6,6
14257,4,3
14258,0,6
14259,5,6
14260,5,6
14261,1,3
14262,0,6
14263,0,6
14264,1,6
14265,7,4
14266,1,0
14267,3,6
14268,1,3
14269,0,0
14270,5,6
14271,3,6
14272,4,3
14273,0,4
14274,4,0
14275,1,3
14276,3,3
14277,4,0
14278,2,3
14279,2,6
14280,5,6
14281,1,0
14282,6,6
14283,2,0
14284,0,0
14285,7,0
14286,4,6
14287,2,6
14288,5,6
14289,0,4
14290,2,6
14291,1,6
14292,5,3
14293,6,6
14294,4,3
14295,1,6
14296,1,3
14297,1,0
14298,2,0
14299,5,3
14300,0,4
14301,4,3
14302,5,6
14303,5,6
14304,2,6
14305,1,0
14306,2,0
14307,3,3
14308,3,0
14309,1,0
14310,1,0
14311,3,6
14312,5,6
14313,3,6
14314,1,3
14315,1,0
14316,1,6
14317,1,6
14318,2,6
14319,4,3
14320,3,6
14321,2,3
14322,5,3
14323,3,0
14324,7,4
14325,6,3
14326,1,3
14327,0,6
14328,8,0
14329,3,3
14330,1,3
14331,2,6
14332,0,0
14333,7,4
14334,3,6
14335,5,6
14336,2,3
14337,7,0
14338,0,6
14339,7,4
14340,3,6
14341,7,4
14342,3,6
14343,7,0
14344,2,6
14345,2,0
14346,7,0
14347,7,0
14348,4,6
14349,1,0
14350,4,3
14351,5,3
14352,3,3
14353,1,6
14354,5,3
14355,1,3
14356,1,0
14357,5,6
14358,5,6
14359,6,6
14360,4,6
14361,5,6
14362,1,3
14363,6,4
14364,6,6
14365,6,6
14366,0,0
14367,4,3
14368,7,4
14369,1,0
14370,3,3
14371,2,6
14372,1,6
14373,1,3
14374,3,6
14375,6,3
14376,8,6
14377,4,3
14378,1,6
14379,1,6
14380,5,6
14381,4,0
14382,2,6
14383,5,3
14384,1,0
14385,5,6
14386,5,3
14387,1,0
14388,2,6
14389,2,0
14390,5,6
14391,3,0
14392,1,0
14393,1,6
14394,1,0
14395,5,6
14396,5,6
14397,2,6
14398,2,6
14399,5,3
14400,4,6
14401,3,6
14402,3,6
14403,6,6
14404,2,0
14405,4,6
14406,5,6
14407,1,6
14408,3,3
14409,7,0
14410,3,3
14411,3,6
14412,5,6
14413,3,0
14414,2,6
14415,4,0
14416,3,6
14417,3,0
14418,2,6
14419,6,4
14420,3,3
14421,3,6
14422,3,3
14423,0,4
14424,7,0
14425,6,3
14426,7,4
14427,1,0
14428,3,6
14429,4,3
14430,5,6
14431,3,3
14432,3,6
14433,1,0
14434,2,0
14435,5,0
14436,5,3
14437,1,3
14438,1,0
14439,1,3
14440,4,0
14441,5,6
14442,2,0
14443,1,0
14444,2,6
14445,1,0
14446,1,6
14447,3,3
14448,2,0
14449,5,6
14450,4,6
14451,3,3
14452,4,0
14453,2,6
14454,1,6
14455,2,6
14456,2,6
14457,0,6
14458,1,6
14459,5,6
14460,4,3
14461,1,3
14462,7,4
14463,3,6
14464,2,3
14465,1,0
14466,5,6
14467,5,3
14468,1,0
14469,5,6
14470,3,4
14471,3,3
14472,5,6
14473,6,6
14474,6,6
14475,1,0
14476,2,6
14477,2,3
14478,6,3
14479,5,6
14480,7,0
14481,1,6
14482,5,0
14483,2,3
14484,5,6
14485,3,0
14486,3,6
14487,3,0
14488,1,3
14489,6,6
14490,6,6
14491,7,4
14492,5,6
14493,1,3
14494,6,3
14495,3,3
14496,8,6
14497,1,6
14498,3,6
14499,5,0
14500,1,0
14501,2,6
14502,3,3
14503,1,3
14504,5,6
14505,0,0
14506,0,0
14507,7,4
14508,5,3
14509,1,0
14510,3,3
14511,2,6
14512,7,0
14513,5,6
14514,7,4
14515,3,4
14516,4,6
14517,1,3
14518,0,0
14519,1,0
14520,2,0
14521,3,6
14522,1,0
14523,7,4
14524,5,6
14525,4,6
14526,6,6
14527,5,4
14528,0,0
14529,1,3
14530,2,6
14531,3,4
14532,7,4
14533,7,0
14534,3,6
14535,4,0
14536,3,6
14537,0,6
14538,4,6
14539,1,0
14540,1,0
14541,0,0
14542,1,0
14543,8,4
14544,0,6
14545,1,0
14546,2,6
14547,1,0
14548,5,6
14549,3,3
14550,1,6
14551,0,6
14552,5,6
14553,6,6
14554,2,6
14555,3,6
14556,1,3
14557,1,0
14558,3,6
14559,2,6
14560,0,4
14561,6,6
14562,2,0
14563,3,6
14564,5,6
14565,3,3
14566,5,6
14567,5,6
14568,6,6
14569,2,6
14570,1,6
14571,1,0
14572,3,3
14573,5,6
14574,1,3
14575,1,0
14576,5,6
14577,1,6
14578,5,6
14579,5,6
14580,0,6
14581,5,0
14582,1,6
14583,4,0
14584,1,0
14585,0,0
14586,1,6
14587,5,6
14588,1,6
14589,7,4
14590,5,6
14591,5,6
14592,5,6
14593,3,6
14594,1,3
14595,4,0
14596,2,6
14597,7,0
14598,1,6
14599,5,6
14600,1,3
14601,2,6
14602,5,6
14603,5,6
14604,3,3
14605,5,6
14606,0,4
14607,3,6
14608,2,6
14609,5,6
14610,5,0
14611,1,6
14612,1,6
14613,1,0
14614,4,6
14615,4,0
14616,0,4
14617,0,3
14618,0,6
14619,1,0
14620,2,0
14621,4,0
14622,2,6
14623,6,0
14624,2,6
14625,1,0
14626,2,0
14627,5,6
14628,3,3
14629,1,3
14630,1,6
14631,1,0
14632,1,6
14633,0,6
14634,1,3
14635,0,0
14636,6,6
14637,6,4
14638,7,4
14639,2,6
14640,1,3
14641,1,0
14642,5,0
14643,1,3
14644,2,6
14645,0,0
14646,1,0
14647,0,0
14648,7,0
14649,5,6
14650,5,6
14651,5,6
14652,5,6
14653,5,3
14654,3,3
14655,2,0
14656,2,0
14657,2,0
14658,8,6
14659,5,3
14660,4,6
14661,1,0
14662,4,6
14663,4,3
14664,7,4
14665,1,0
14666,2,6
14667,5,3
14668,4,6
14669,4,6
14670,2,0
14671,6,3
14672,0,3
14673,0,6
14674,0,4
14675,5,0
14676,7,0
14677,2,3
14678,5,6
14679,1,6
14680,5,6
14681,5,6
14682,3,3
14683,3,4
14684,0,6
14685,1,6
14686,6,6
14687,7,4
14688,1,6
14689,6,3
14690,3,6
14691,3,6
14692,1,6
14693,5,6
14694,6,3
14695,7,0
14696,1,3
14697,1,0
14698,4,0
14699,4,6
14700,4,0
14701,1,6
14702,7,4
14703,6,6
14704,2,6
14705,1,0
14706,6,0
14707,6,4
14708,0,6
14709,5,3
14710,3,3
14711,7,4
14712,5,6
14713,0,6
14714,1,0
14715,7,0
14716,3,6
14717,3,3
14718,0,4
14719,1,3
14720,5,6
14721,1,0
14722,2,3
14723,4,6
14724,1,0
14725,7,0
14726,1,0
14727,3,6
14728,2,0
14729,6,6
14730,2,0
14731,5,6
14732,2,3
14733,1,0
14734,0,6
14735,6,0
14736,3,6
14737,2,6
14738,5,6
14739,0,6
14740,5,6
14741,6,6
14742,2,3
14743,5,6
14744,2,0
14745,1,0
14746,3,3
14747,4,3
14748,3,3
14749,8,3
14750,0,4
14751,5,6
14752,1,0
14753,1,0
14754,3,3
14755,3,6
14756,5,6
14757,4,6
14758,5,6
14759,4,0
14760,3,6
14761,3,4
14762,3,6
14763,6,4
14764,1,6
14765,2,0
14766,1,0
14767,2,0
14768,3,6
14769,3,6
14770,1,0
14771,0,0
14772,4,6
14773,5,0
14774,2,6
14775,5,6
14776,3,6
14777,3,0
14778,0,0
14779,2,6
14780,6,3
14781,1,0
14782,7,4
14783,1,6
14784,0,3
14785,5,6
14786,0,0
14787,3,0
14788,6,6
14789,6,6
14790,2,6
14791,5,6
14792,0,6
14793,3,6
14794,3,3
14795,5,3
14796,0,6
14797,7,4
14798,7,4
14799,3,6
14800,1,0
14801,1,0
14802,5,6
14803,3,6
14804,8,6
14805,0,6
14806,0,6
14807,1,3
14808,1,6
14809,1,0
14810,2,6
14811,5,6
14812,5,6
14813,5,6
14814,1,6
14815,0,6
14816,2,6
14817,2,3
14818,5,6
14819,5,3
14820,2,6
14821,1,0
14822,2,6
14823,6,6
14824,1,0
14825,7,0
14826,1,6
14827,5,0
14828,7,4
14829,5,3
14830,2,6
14831,3,0
14832,3,6
14833,1,0
14834,2,0
14835,5,6
14836,0,6
14837,6,6
14838,8,3
14839,3,4
14840,1,0
14841,3,6
14842,7,0
14843,5,6
14844,2,0
14845,5,3
14846,2,6
14847,1,6
14848,1,6
14849,1,6
14850,1,0
14851,1,0
14852,2,6
14853,6,3
14854,1,3
14855,7,4
14856,3,0
14857,4,6
14858,2,0
14859,3,6
14860,7,0
14861,3,3
14862,7,0
14863,3,6
14864,1,3
14865,5,6
14866,0,0
14867,3,3
14868,5,4
14869,6,0
14870,1,6
14871,1,0
14872,0,6
14873,7,4
14874,2,3
14875,2,6
14876,5,6
14877,4,6
14878,1,0
14879,1,0
14880,5,3
14881,3,6
14882,1,3
14883,3,3
14884,3,6
14885,6,6
14886,1,0
14887,1,6
14888,5,0
14889,1,0
14890,7,4
14891,3,0
14892,2,6
14893,1,0
14894,0,6
14895,1,3
14896,2,0
14897,1,3
14898,1,0
14899,2,3
14900,2,6
14901,3,6
14902,6,3
14903,1,0
14904,4,6
14905,1,0
14906,5,6
14907,3,4
14908,7,0
14909,2,6
14910,2,6
14911,1,3
14912,1,3
14913,5,3
14914,3,6
14915,4,0
14916,2,0
14917,8,6
14918,7,4
14919,1,6
14920,1,0
14921,3,4
14922,3,6
14923,7,4
14924,0,6
14925,1,0
14926,5,6
14927,2,6
14928,1,0
14929,2,6
14930,2,6
14931,1,0
14932,0,6
14933,2,6
14934,0,6
14935,4,0
14936,1,0
14937,7,0
14938,3,3
14939,5,0
14940,1,0
14941,6,4
14942,3,0
14943,5,6
14944,2,0
14945,2,0
14946,2,6
14947,1,0
14948,7,0
14949,3,4
14950,7,0
14951,0,6
14952,5,4
14953,6,6
14954,7,4
14955,5,6
14956,3,6
14957,1,6
14958,4,6
14959,7,0
14960,8,6
14961,5,3
14962,3,6
14963,1,3
14964,5,6
14965,1,0
14966,0,3
14967,6,6
14968,0,0
14969,3,6
14970,0,6
14971,1,0
14972,1,6
14973,1,0
14974,0,6
14975,6,6
14976,3,6
14977,5,6
14978,0,0
14979,1,3
14980,5,6
14981,1,3
14982,1,0
14983,7,4
14984,1,6
14985,1,0
14986,1,0
14987,1,0
14988,2,6
14989,5,6
14990,3,6
14991,3,6
14992,3,6
14993,1,0
14994,1,0
14995,2,6
14996,3,4
14997,6,3
14998,1,0
14999,2,6
15000,2,3
15001,1,0
15002,1,0
15003,0,6
15004,0,6
15005,3,0
15006,2,3
15007,5,0
15008,7,4
15009,5,3
15010,3,6
15011,6,3
15012,1,6
15013,2,6
15014,5,6
15015,5,3
15016,2,6
15017,5,6
15018,1,0
15019,2,6
15020,0,3
15021,1,0
15022,2,0
15023,1,0
15024,5,6
15025,6,6
15026,3,6
15027,0,6
15028,6,6
15029,2,6
15030,0,3
15031,4,0
15032,1,6
15033,1,0
15034,3,6
15035,2,3
15036,0,6
15037,0,4
15038,5,6
15039,1,0
15040,1,3
15041,7,4
15042,1,0
15043,5,0
15044,3,6
15045,1,3
15046,5,6
15047,5,0
15048,1,3
15049,1,3
15050,4,0
15051,7,4
15052,6,6
15053,2,6
15054,7,0
15055,7,0
15056,4,0
15057,3,6
15058,4,0
15059,1,0
15060,1,0
15061,2,6
15062,3,6
15063,2,6
15064,1,6
15065,6,6
15066,1,3
15067,2,3
15068,3,6
15069,6,6
15070,3,0
15071,2,0
15072,1,0
15073,0,0
15074,4,0
15075,7,4
15076,3,6
15077,1,6
15078,5,6
15079,1,3
15080,4,6
15081,5,3
15082,3,6
15083,1,3
15084,2,6
15085,4,6
15086,2,6
15087,6,0
15088,1,0
15089,3,4
15090,2,6
